keyword_id,conversion_date,conversions,revenue
13,2024-04-01,26,4066.84
13,2024-05-01,19,4229.06
13,2024-06-01,53,9064.41
13,2024-07-01,135,26137.31
13,2024-08-01,106,25555.82
13,2024-09-01,21,1712.8
13,2024-10-01,24,5836.24
13,2024-11-01,10,1641.32
13,2024-12-01,38,8163.24
13,2025-01-01,67,10026.09
13,2025-02-01,14,904.13
13,2025-03-01,129,14374.42
13,2025-04-01,18,775.92
13,2025-05-01,58,10500.63
13,2025-06-01,53,3776.98
13,2025-07-01,39,5515.89
13,2025-08-01,13,2336.01
13,2025-09-01,6,597.56
13,2025-10-01,91,8362.11
13,2025-11-01,199,32786.75
13,2025-12-01,92,3913.21
14,2024-01-01,5,255.64
14,2024-02-01,25,5473.09
14,2024-03-01,49,7999.51
14,2024-04-01,42,4397.67
14,2024-05-01,20,1155.0
14,2024-06-01,6,573.34
14,2024-07-01,91,15327.74
14,2024-08-01,28,3627.62
14,2024-09-01,24,5003.4
14,2024-10-01,34,3337.0
14,2024-11-01,55,13407.54
14,2024-12-01,47,9434.88
14,2025-01-01,15,2987.8
14,2025-02-01,103,18187.1
14,2025-03-01,2,369.85
14,2025-04-01,55,6862.89
14,2025-05-01,78,7256.73
14,2025-06-01,89,6659.53
14,2025-07-01,76,4583.49
14,2025-08-01,20,3044.47
14,2025-09-01,40,9313.43
14,2025-10-01,18,3660.85
14,2025-11-01,94,18400.6
14,2025-12-01,20,2675.13
15,2024-01-01,24,4485.76
15,2024-02-01,42,10213.66
15,2024-03-01,1,139.45
15,2024-04-01,29,3405.89
15,2024-05-01,261,57168.76
15,2024-06-01,443,74379.32
15,2024-07-01,93,10905.21
15,2024-08-01,64,15304.3
15,2024-09-01,443,92337.43
15,2024-10-01,116,13933.28
15,2024-11-01,673,71351.27
15,2024-12-01,485,26677.23
15,2025-01-01,758,171418.71
15,2025-02-01,489,21181.85
15,2025-03-01,934,100417.02
15,2025-04-01,446,91860.16
15,2025-05-01,192,46905.38
15,2025-06-01,1505,325593.49
15,2025-07-01,903,142635.88
15,2025-08-01,445,25567.23
15,2025-09-01,646,71942.89
15,2025-10-01,315,20168.44
15,2025-11-01,41,5733.34
15,2025-12-01,215,14411.36
16,2024-01-01,35,4186.43
16,2024-02-01,25,1304.69
16,2024-03-01,68,10573.51
16,2024-04-01,72,5896.52
16,2024-05-01,57,11274.48
16,2024-06-01,98,22708.16
16,2024-07-01,33,7732.02
16,2024-08-01,24,1744.37
16,2024-09-01,3,649.12
16,2024-10-01,35,7417.07
16,2024-11-01,66,13721.13
16,2024-12-01,50,9117.66
16,2025-01-01,19,3673.98
16,2025-02-01,7,1727.09
16,2025-03-01,77,10125.9
16,2025-04-01,23,4620.37
16,2025-05-01,138,29895.25
16,2025-06-01,12,2869.12
16,2025-07-01,21,2958.93
16,2025-08-01,1,131.2
16,2025-09-01,134,19200.48
16,2025-10-01,82,9944.52
16,2025-11-01,1,228.53
16,2025-12-01,103,16554.37
17,2024-01-01,95,20579.18
17,2024-02-01,2,231.93
17,2024-03-01,47,9095.28
17,2024-04-01,79,5805.66
17,2024-05-01,62,11531.48
17,2024-06-01,50,7927.11
17,2024-07-01,47,6850.88
17,2024-08-01,19,2129.09
17,2024-09-01,18,1429.31
17,2024-10-01,109,18255.13
17,2024-11-01,40,2980.88
17,2024-12-01,47,8964.63
17,2025-01-01,38,5793.73
17,2025-02-01,36,6951.01
17,2025-03-01,96,5447.78
17,2025-04-01,56,4290.68
17,2025-05-01,69,6027.25
17,2025-06-01,98,19666.37
17,2025-07-01,38,5911.19
17,2025-08-01,61,4608.09
17,2025-09-01,51,6064.3
17,2025-10-01,79,4284.42
17,2025-11-01,84,17583.88
17,2025-12-01,24,1237.69
18,2024-01-01,25,6028.94
18,2024-02-01,8,1688.23
18,2024-03-01,15,2680.68
18,2024-04-01,7,1306.88
18,2024-05-01,43,3721.56
18,2024-06-01,80,14559.52
18,2024-07-01,109,24705.7
18,2024-08-01,41,8882.78
18,2024-09-01,28,6112.99
18,2024-10-01,16,3119.42
18,2024-11-01,26,2020.79
18,2024-12-01,31,2601.69
18,2025-01-01,52,5524.2
18,2025-02-01,13,2496.67
18,2025-03-01,1,56.37
18,2025-04-01,128,5645.47
18,2025-05-01,101,20099.81
18,2025-06-01,6,963.33
18,2025-07-01,10,897.8
18,2025-08-01,38,7827.07
18,2025-09-01,9,2186.2
18,2025-10-01,62,14518.16
18,2025-11-01,4,701.0
18,2025-12-01,53,11967.08
19,2024-01-01,5,1236.8
19,2024-02-01,7,521.66
19,2024-03-01,48,10646.26
19,2024-04-01,25,1045.11
19,2024-05-01,77,12479.97
19,2024-06-01,3,690.8
19,2024-07-01,65,9870.6
19,2024-08-01,5,941.2
19,2024-09-01,1,177.52
19,2024-10-01,12,838.93
19,2024-11-01,16,3616.32
19,2024-12-01,24,3440.24
19,2025-01-01,48,8246.19
19,2025-02-01,1,187.28
19,2025-03-01,80,9153.23
19,2025-04-01,55,13527.75
19,2025-05-01,50,3827.56
19,2025-06-01,92,19345.36
19,2025-07-01,11,2400.48
19,2025-08-01,8,877.33
19,2025-09-01,34,2294.96
19,2025-10-01,43,7986.69
19,2025-11-01,5,419.35
19,2025-12-01,74,9891.8
20,2024-01-01,73,6357.56
20,2024-02-01,106,24047.81
20,2024-03-01,1,248.5
20,2024-04-01,25,3897.04
20,2024-05-01,68,14184.02
20,2024-06-01,39,7578.48
20,2024-07-01,48,7866.8
20,2024-08-01,56,6511.73
20,2024-09-01,11,534.73
20,2024-10-01,100,15565.18
20,2024-11-01,1,236.03
20,2024-12-01,9,457.38
20,2025-01-01,28,6060.99
20,2025-02-01,29,7100.15
20,2025-03-01,174,11526.71
20,2025-04-01,92,4711.06
20,2025-05-01,22,1211.11
20,2025-06-01,55,12510.43
20,2025-07-01,110,24218.25
20,2025-08-01,43,6859.76
20,2025-09-01,142,26305.18
20,2025-10-01,25,1639.14
20,2025-11-01,11,2495.65
20,2025-12-01,98,15024.87
21,2024-01-01,6,1163.78
21,2024-02-01,23,3108.52
21,2024-03-01,29,2536.88
21,2024-04-01,13,625.36
21,2024-05-01,3,373.5
21,2024-06-01,2,311.48
21,2024-07-01,24,5856.2
21,2024-08-01,51,3140.84
21,2024-09-01,43,8884.73
21,2024-10-01,75,15203.45
21,2024-11-01,45,6820.51
21,2024-12-01,81,4518.7
21,2025-01-01,3,514.94
21,2025-02-01,48,9677.85
21,2025-03-01,29,6320.25
21,2025-04-01,65,5375.23
21,2025-05-01,6,1477.27
21,2025-06-01,68,6541.08
21,2025-07-01,4,365.13
21,2025-08-01,50,10955.5
21,2025-09-01,2,234.64
21,2025-10-01,55,9873.78
21,2025-11-01,17,1573.59
21,2025-12-01,19,924.77
22,2024-01-01,123,20960.28
22,2024-02-01,32,7059.74
22,2024-03-01,127,20486.93
22,2024-04-01,1,170.28
22,2024-05-01,81,18232.09
22,2024-06-01,92,7619.85
22,2024-07-01,129,31506.58
22,2024-08-01,22,896.04
22,2024-09-01,33,7081.24
22,2024-10-01,39,3374.51
22,2024-11-01,384,75503.38
22,2024-12-01,55,4762.92
22,2025-01-01,255,14268.95
22,2025-02-01,285,41121.58
22,2025-03-01,90,12866.26
22,2025-04-01,278,23586.89
22,2025-05-01,215,36840.6
22,2025-06-01,565,106967.16
22,2025-07-01,1053,261710.28
22,2025-08-01,75,5645.19
22,2025-09-01,45,5595.01
22,2025-10-01,421,28804.53
22,2025-11-01,241,10200.27
22,2025-12-01,132,5436.4
23,2024-01-01,51,8010.94
23,2024-02-01,157,32460.36
23,2024-03-01,102,22934.73
23,2024-04-01,29,3180.9
23,2024-05-01,100,17772.97
23,2024-06-01,8,1755.31
23,2024-07-01,384,34411.91
23,2024-08-01,30,6909.34
23,2024-09-01,251,36763.34
23,2024-10-01,166,24698.79
23,2024-11-01,121,7197.91
23,2024-12-01,39,4789.62
23,2025-01-01,154,13610.6
23,2025-02-01,737,56343.39
23,2025-03-01,218,21555.38
23,2025-04-01,289,23885.94
23,2025-05-01,318,42174.22
23,2025-06-01,759,114017.02
23,2025-07-01,489,120933.24
23,2025-08-01,58,5885.84
23,2025-09-01,62,10517.55
23,2025-10-01,703,73876.52
23,2025-11-01,412,61969.59
23,2025-12-01,786,49466.89
24,2024-01-01,8,1054.16
24,2024-02-01,24,5545.17
24,2024-03-01,73,13573.2
24,2024-04-01,55,5692.8
24,2024-05-01,50,4379.05
24,2024-06-01,153,14274.22
24,2024-07-01,45,11124.75
24,2024-08-01,132,27854.5
24,2024-09-01,372,90739.01
24,2024-10-01,54,8042.7
24,2024-11-01,377,17109.31
24,2024-12-01,200,44036.0
24,2025-01-01,268,39812.39
24,2025-02-01,45,7052.08
24,2025-03-01,223,21279.88
24,2025-04-01,50,7299.08
24,2025-05-01,765,180293.76
24,2025-06-01,391,36948.39
24,2025-07-01,859,205656.53
24,2025-08-01,743,129472.57
24,2025-09-01,338,44227.78
24,2025-10-01,1137,281106.24
24,2025-11-01,172,34363.78
24,2025-12-01,1634,259958.65
25,2024-01-01,64,8377.55
25,2024-02-01,51,2996.5
25,2024-03-01,111,7137.09
25,2024-04-01,67,5682.77
25,2024-05-01,92,11007.04
25,2024-06-01,40,7359.3
25,2024-07-01,163,19010.08
25,2024-08-01,143,34238.09
25,2024-09-01,72,13746.7
25,2024-10-01,30,4482.59
25,2024-11-01,9,1934.29
25,2024-12-01,103,17191.18
25,2025-01-01,9,557.09
25,2025-02-01,90,14401.86
25,2025-03-01,85,5388.69
25,2025-04-01,103,8243.75
25,2025-05-01,65,7784.74
25,2025-06-01,511,32592.27
25,2025-07-01,130,9340.0
25,2025-08-01,120,7124.05
25,2025-09-01,20,2755.56
25,2025-10-01,62,8683.39
25,2025-11-01,533,119838.55
25,2025-12-01,2036,362733.83
26,2024-01-01,12,946.26
26,2024-02-01,98,24428.8
26,2024-03-01,1,108.84
26,2024-04-01,31,6562.85
26,2024-05-01,37,6025.21
26,2024-06-01,4,837.36
26,2024-07-01,20,4006.76
26,2024-08-01,41,5191.59
26,2024-09-01,58,8868.34
26,2024-10-01,46,3088.5
26,2024-11-01,82,15163.37
26,2024-12-01,91,8959.44
26,2025-01-01,75,5319.44
26,2025-02-01,112,4834.25
26,2025-03-01,28,4183.24
26,2025-04-01,33,2316.84
26,2025-05-01,64,15087.08
26,2025-06-01,28,4663.65
26,2025-07-01,30,5079.57
26,2025-08-01,5,783.4
26,2025-09-01,11,2618.78
26,2025-10-01,30,3184.96
26,2025-11-01,20,4648.14
26,2025-12-01,67,4024.95
27,2024-01-01,56,9354.48
27,2024-02-01,19,1715.86
27,2024-03-01,6,1466.81
27,2024-04-01,27,4561.86
27,2024-05-01,50,5566.64
27,2024-06-01,65,15393.4
27,2024-07-01,19,3578.2
27,2024-08-01,38,8887.62
27,2024-09-01,18,4242.65
27,2024-10-01,12,2642.69
27,2024-11-01,93,19219.2
27,2024-12-01,51,10176.68
27,2025-01-01,32,3361.6
27,2025-02-01,77,12528.52
27,2025-03-01,3,560.73
27,2025-04-01,120,18851.28
27,2025-05-01,10,1617.47
27,2025-06-01,97,16731.51
27,2025-07-01,90,22137.52
27,2025-08-01,28,2246.77
27,2025-09-01,0,0.0
27,2025-10-01,97,12353.83
27,2025-11-01,79,10147.19
27,2025-12-01,59,7204.95
28,2024-01-01,22,1351.36
28,2024-02-01,31,7420.35
28,2024-03-01,51,10179.07
28,2024-04-01,40,4187.16
28,2024-05-01,34,6783.28
28,2024-06-01,15,3073.12
28,2024-07-01,104,8284.35
28,2024-08-01,30,1952.57
28,2024-09-01,28,5182.65
28,2024-10-01,55,8719.72
28,2024-11-01,24,1310.48
28,2024-12-01,36,3449.8
28,2025-01-01,26,5839.32
28,2025-02-01,73,12302.68
28,2025-03-01,30,3598.31
28,2025-04-01,18,1491.38
28,2025-05-01,6,405.77
28,2025-06-01,2,415.44
28,2025-07-01,105,8631.0
28,2025-08-01,42,6065.32
28,2025-09-01,31,2863.17
28,2025-10-01,64,7460.82
28,2025-11-01,5,380.62
28,2025-12-01,98,5600.01
29,2024-01-01,5,828.95
29,2024-02-01,24,1613.52
29,2024-03-01,52,2903.46
29,2024-04-01,160,34716.14
29,2024-05-01,78,14124.25
29,2024-06-01,27,3849.99
29,2024-07-01,91,5134.33
29,2024-08-01,7,1422.63
29,2024-09-01,55,9880.24
29,2024-10-01,195,13756.43
29,2024-11-01,113,17870.39
29,2024-12-01,133,28998.17
29,2025-01-01,226,24095.81
29,2025-02-01,197,44983.7
29,2025-03-01,61,11744.43
29,2025-04-01,90,5302.53
29,2025-05-01,135,16937.33
29,2025-06-01,43,2643.44
29,2025-07-01,380,72561.46
29,2025-08-01,52,7613.74
29,2025-09-01,135,19535.08
29,2025-10-01,776,105630.41
29,2025-11-01,410,43105.67
29,2025-12-01,314,66561.74
30,2024-01-01,47,5055.68
30,2024-02-01,91,11699.37
30,2024-03-01,8,619.26
30,2024-04-01,30,7201.72
30,2024-05-01,11,1043.57
30,2024-06-01,43,4146.32
30,2024-07-01,5,504.6
30,2024-08-01,79,11241.36
30,2024-09-01,33,2167.46
30,2024-10-01,58,7204.0
30,2024-11-01,5,778.07
30,2024-12-01,58,11919.95
30,2025-01-01,12,2305.11
30,2025-02-01,88,4739.01
30,2025-03-01,24,5355.23
30,2025-04-01,17,2358.08
30,2025-05-01,89,10621.53
30,2025-06-01,67,8443.25
30,2025-07-01,100,6490.91
30,2025-08-01,56,2585.43
30,2025-09-01,57,6621.05
30,2025-10-01,72,11462.85
30,2025-11-01,108,19760.01
30,2025-12-01,74,6273.7
31,2024-01-01,83,19114.83
31,2024-02-01,31,7442.72
31,2024-03-01,14,1558.15
31,2024-04-01,69,16454.58
31,2024-05-01,28,5075.63
31,2024-06-01,24,1478.87
31,2024-07-01,20,3644.57
31,2024-08-01,69,7084.3
31,2024-09-01,108,13088.45
31,2024-10-01,13,2816.61
31,2024-11-01,49,6508.61
31,2024-12-01,47,8956.1
31,2025-01-01,1,110.07
31,2025-02-01,7,1356.8
31,2025-03-01,8,1093.26
31,2025-04-01,57,11771.24
31,2025-05-01,32,2253.71
31,2025-06-01,99,24482.76
31,2025-07-01,19,4205.35
31,2025-08-01,16,2846.77
31,2025-09-01,2,392.16
31,2025-10-01,40,6215.84
31,2025-11-01,38,7517.67
31,2025-12-01,66,6876.85
32,2024-01-01,243,17318.74
32,2024-02-01,78,15779.3
32,2024-03-01,92,16680.38
32,2024-04-01,24,2868.42
32,2024-05-01,153,28541.29
32,2024-06-01,181,18131.48
32,2024-07-01,178,32244.71
32,2024-08-01,231,41346.46
32,2024-09-01,495,42005.62
32,2024-10-01,170,11177.24
32,2024-11-01,133,29292.83
32,2024-12-01,35,6247.25
32,2025-01-01,416,96666.8
32,2025-02-01,139,26678.94
32,2025-03-01,915,50458.99
32,2025-04-01,660,70497.0
32,2025-05-01,747,57152.65
32,2025-06-01,1593,380941.93
32,2025-07-01,163,23370.89
32,2025-08-01,440,68510.89
32,2025-09-01,110,7327.48
32,2025-10-01,1302,53557.42
32,2025-11-01,1942,282528.54
32,2025-12-01,880,57542.12
33,2024-01-01,60,3521.54
33,2024-02-01,124,12831.44
33,2024-03-01,29,2689.69
33,2024-04-01,35,5515.69
33,2024-05-01,57,11716.64
33,2024-06-01,18,2373.87
33,2024-07-01,19,1301.1
33,2024-08-01,9,636.97
33,2024-09-01,63,11581.92
33,2024-10-01,104,7346.49
33,2024-11-01,15,2139.26
33,2024-12-01,40,3868.6
33,2025-01-01,58,5951.64
33,2025-02-01,83,19346.1
33,2025-03-01,36,6006.02
33,2025-04-01,62,11867.61
33,2025-05-01,35,2464.67
33,2025-06-01,77,10039.58
33,2025-07-01,2,273.77
33,2025-08-01,219,53506.37
33,2025-09-01,3,668.19
33,2025-10-01,76,5224.25
33,2025-11-01,162,32732.28
33,2025-12-01,132,20209.47
34,2024-01-01,19,4637.74
34,2024-02-01,24,2389.49
34,2024-03-01,30,6732.09
34,2024-04-01,8,1326.89
34,2024-05-01,32,4010.98
34,2024-06-01,67,10012.23
34,2024-07-01,5,711.11
34,2024-08-01,3,616.21
34,2024-09-01,4,852.65
34,2024-10-01,13,1883.25
34,2024-11-01,5,1058.25
34,2024-12-01,52,8856.74
34,2025-01-01,30,4105.06
34,2025-02-01,42,10001.42
34,2025-03-01,62,9859.71
34,2025-04-01,1,124.09
34,2025-05-01,2,397.31
34,2025-06-01,20,3602.56
34,2025-07-01,80,17285.53
34,2025-08-01,36,2587.08
34,2025-09-01,28,3439.23
34,2025-10-01,93,4603.4
34,2025-11-01,81,13531.48
34,2025-12-01,72,13837.8
35,2024-01-01,31,2380.37
35,2024-02-01,3,734.83
35,2024-03-01,59,12820.36
35,2024-04-01,39,5140.23
35,2024-05-01,31,2856.52
35,2024-06-01,29,4949.14
35,2024-07-01,1,216.81
35,2024-08-01,63,9157.72
35,2024-09-01,38,8752.58
35,2024-10-01,58,12227.96
35,2024-11-01,65,4488.37
35,2024-12-01,93,6738.62
35,2025-01-01,39,7514.2
35,2025-02-01,80,11138.81
35,2025-03-01,6,1207.72
35,2025-04-01,44,3901.12
35,2025-05-01,15,1157.84
35,2025-06-01,24,1110.1
35,2025-07-01,72,3495.08
35,2025-08-01,72,16336.66
35,2025-09-01,2,329.69
35,2025-10-01,166,16451.33
35,2025-11-01,185,20227.71
35,2025-12-01,99,24335.48
36,2024-01-01,37,4732.98
36,2024-02-01,105,6345.08
36,2024-03-01,39,8843.23
36,2024-04-01,74,8005.71
36,2024-05-01,27,2623.19
36,2024-06-01,26,4049.53
36,2024-07-01,43,4947.16
36,2024-08-01,23,1922.47
36,2024-09-01,67,7015.02
36,2024-10-01,6,1038.64
36,2024-11-01,69,10860.03
36,2024-12-01,59,13839.66
36,2025-01-01,80,15610.36
36,2025-02-01,125,7883.65
36,2025-03-01,93,3819.97
36,2025-04-01,25,2629.12
36,2025-05-01,2,466.99
36,2025-06-01,132,22771.61
36,2025-07-01,16,1579.76
36,2025-08-01,157,25631.37
36,2025-09-01,56,9497.98
36,2025-10-01,69,14780.26
36,2025-11-01,56,10363.51
36,2025-12-01,21,3253.99
37,2024-01-01,56,13640.78
37,2024-02-01,109,22518.68
37,2024-03-01,39,2554.0
37,2024-04-01,101,25231.57
37,2024-05-01,45,2702.96
37,2024-06-01,177,29165.0
37,2024-07-01,27,4096.73
37,2024-08-01,161,22265.35
37,2024-09-01,112,10066.91
37,2024-10-01,132,16685.53
37,2024-11-01,182,43362.81
37,2024-12-01,206,28197.97
