keyword_id,traffic_date,impressions,clicks,ctr,avg_position
5,2024-07-01,126517,2219,0.017543859649122806,57
5,2024-08-01,87257,1558,0.017857142857142856,56
5,2024-09-01,138644,2567,0.018518518518518517,54
5,2024-10-01,136022,2667,0.0196078431372549,51
5,2024-11-01,85578,1711,0.02,50
5,2024-12-01,11006,234,0.02127659574468085,47
5,2025-01-01,48813,1061,0.021739130434782608,46
5,2025-02-01,127491,2897,0.022727272727272728,44
5,2025-03-01,23013,547,0.023809523809523808,42
5,2025-04-01,4244,101,0.023809523809523808,42
5,2025-05-01,78428,1960,0.025,40
5,2025-06-01,42462,1061,0.025,40
5,2025-07-01,21588,553,0.02564102564102564,39
5,2025-08-01,63182,1755,0.027777777777777776,36
5,2025-09-01,119500,3514,0.029411764705882353,34
5,2025-10-01,1785,55,0.03125,32
5,2025-11-01,132299,4409,0.03333333333333333,30
5,2025-12-01,71483,2464,0.034482758620689655,29
6,2024-01-01,139549,6067,0.043478260869565216,23
6,2024-02-01,18211,910,0.05,20
6,2024-03-01,80430,4233,0.05263157894736842,19
6,2024-04-01,11217,701,0.0625,16
6,2024-05-01,12556,896,0.07142857142857142,14
6,2024-06-01,78104,7100,0.09090909090909091,11
6,2024-07-01,27914,3489,0.125,8
6,2024-08-01,39199,4899,0.125,8
6,2024-09-01,4339,867,0.2,5
6,2024-10-01,85709,25712,0.3,2
6,2024-11-01,99118,29735,0.3,1
6,2024-12-01,61534,18460,0.3,1
6,2025-01-01,93604,28081,0.3,1
6,2025-02-01,39316,11794,0.3,1
6,2025-03-01,88022,26406,0.3,1
6,2025-04-01,57670,17301,0.3,1
6,2025-05-01,62745,18823,0.3,1
6,2025-06-01,20046,6013,0.3,1
6,2025-07-01,148657,44597,0.3,1
6,2025-08-01,8087,2426,0.3,1
6,2025-09-01,112638,33791,0.3,1
6,2025-10-01,127041,38112,0.3,1
6,2025-11-01,42430,12729,0.3,1
6,2025-12-01,41711,12513,0.3,1
7,2024-01-01,102660,2333,0.022727272727272728,44
7,2024-02-01,44543,1060,0.023809523809523808,42
7,2024-03-01,136543,3251,0.023809523809523808,42
7,2024-04-01,28122,703,0.025,40
7,2024-05-01,69659,1882,0.02702702702702703,37
7,2024-06-01,77869,2163,0.027777777777777776,36
7,2024-07-01,52459,1457,0.027777777777777776,36
7,2024-08-01,39771,1205,0.030303030303030304,33
7,2024-09-01,70326,2197,0.03125,32
7,2024-10-01,33036,1065,0.03225806451612903,31
7,2024-11-01,56087,1869,0.03333333333333333,30
7,2024-12-01,133673,4950,0.037037037037037035,27
7,2025-01-01,143860,5994,0.041666666666666664,24
7,2025-02-01,144784,6581,0.045454545454545456,22
7,2025-03-01,23303,1109,0.047619047619047616,21
7,2025-04-01,47515,2375,0.05,20
7,2025-05-01,148076,7793,0.05263157894736842,19
7,2025-06-01,86698,5099,0.058823529411764705,17
7,2025-07-01,94773,5923,0.0625,16
7,2025-08-01,77025,5925,0.07692307692307693,13
7,2025-09-01,121551,10129,0.08333333333333333,12
7,2025-10-01,83099,6924,0.08333333333333333,12
7,2025-11-01,21349,2372,0.1111111111111111,9
7,2025-12-01,47059,6722,0.14285714285714285,7
8,2024-01-01,147757,2547,0.017241379310344827,58
8,2024-02-01,103023,1839,0.017857142857142856,56
8,2024-03-01,122018,2302,0.018867924528301886,53
8,2024-04-01,115742,2269,0.0196078431372549,51
8,2024-05-01,27009,551,0.02040816326530612,49
8,2024-06-01,123686,2631,0.02127659574468085,47
8,2024-07-01,111138,2469,0.022222222222222223,45
8,2024-08-01,119871,2724,0.022727272727272728,44
8,2024-09-01,20678,480,0.023255813953488372,43
8,2024-10-01,37623,895,0.023809523809523808,42
8,2024-11-01,14369,350,0.024390243902439025,41
8,2024-12-01,100028,2439,0.024390243902439025,41
8,2025-01-01,108749,2718,0.025,40
8,2025-02-01,43256,1138,0.02631578947368421,38
8,2025-03-01,79893,2159,0.02702702702702703,37
8,2025-04-01,92006,2555,0.027777777777777776,36
8,2025-05-01,85419,2588,0.030303030303030304,33
8,2025-06-01,133401,4303,0.03225806451612903,31
8,2025-07-01,93586,3119,0.03333333333333333,30
8,2025-08-01,130141,4487,0.034482758620689655,29
8,2025-09-01,32407,1157,0.03571428571428571,28
8,2025-10-01,120805,4314,0.03571428571428571,28
8,2025-11-01,79074,2928,0.037037037037037035,27
8,2025-12-01,48303,2012,0.041666666666666664,24
9,2024-01-01,108665,5433,0.05,20
9,2024-02-01,40825,2148,0.05263157894736842,19
9,2024-03-01,78167,4342,0.05555555555555555,18
9,2024-04-01,44327,2607,0.058823529411764705,17
9,2024-05-01,70830,4722,0.06666666666666667,15
9,2024-06-01,43424,3340,0.07692307692307693,13
9,2024-07-01,112674,8667,0.07692307692307693,13
9,2024-08-01,84650,8465,0.1,10
9,2024-09-01,61638,6163,0.1,10
9,2024-10-01,120309,17187,0.14285714285714285,7
9,2024-11-01,115952,16564,0.14285714285714285,7
9,2024-12-01,114670,22934,0.2,5
9,2025-01-01,84949,16989,0.2,5
9,2025-02-01,59587,17876,0.3,2
9,2025-03-01,135838,40751,0.3,1
9,2025-04-01,40824,12247,0.3,1
9,2025-05-01,27056,8116,0.3,1
9,2025-06-01,9299,2789,0.3,1
9,2025-07-01,37331,11199,0.3,1
9,2025-08-01,128611,38583,0.3,1
9,2025-09-01,139921,41976,0.3,1
9,2025-10-01,145843,43752,0.3,1
9,2025-11-01,30604,9181,0.3,1
9,2025-12-01,138107,41432,0.3,1
10,2024-01-01,74495,1489,0.02,50
10,2024-02-01,4196,83,0.02,50
10,2024-03-01,51337,1069,0.020833333333333332,48
10,2024-04-01,37899,789,0.020833333333333332,48
10,2024-05-01,94270,2049,0.021739130434782608,46
10,2024-06-01,77687,1688,0.021739130434782608,46
10,2024-07-01,140866,3275,0.023255813953488372,43
10,2024-08-01,25358,603,0.023809523809523808,42
10,2024-09-01,34849,893,0.02564102564102564,39
10,2024-10-01,63603,1766,0.027777777777777776,36
10,2024-11-01,120043,3530,0.029411764705882353,34
10,2024-12-01,90582,2830,0.03125,32
10,2025-01-01,9389,312,0.03333333333333333,30
10,2025-02-01,84061,3113,0.037037037037037035,27
10,2025-03-01,57087,2114,0.037037037037037035,27
10,2025-04-01,132028,4889,0.037037037037037035,27
10,2025-05-01,76781,3199,0.041666666666666664,24
10,2025-06-01,78895,3756,0.047619047619047616,21
10,2025-07-01,98184,4909,0.05,20
10,2025-08-01,136599,7588,0.05555555555555555,18
10,2025-09-01,111971,6998,0.0625,16
10,2025-10-01,7693,591,0.07692307692307693,13
10,2025-11-01,38671,3867,0.1,10
10,2025-12-01,33823,3382,0.1,10
11,2024-01-01,79950,1355,0.01694915254237288,59
11,2024-02-01,107786,1924,0.017857142857142856,56
11,2024-03-01,81586,1483,0.01818181818181818,55
11,2024-04-01,19378,358,0.018518518518518517,54
11,2024-05-01,18218,337,0.018518518518518517,54
11,2024-06-01,146598,2819,0.019230769230769232,52
11,2024-07-01,81278,1593,0.0196078431372549,51
11,2024-08-01,119997,2352,0.0196078431372549,51
11,2024-09-01,110097,2293,0.020833333333333332,48
11,2024-10-01,100805,2240,0.022222222222222223,45
11,2024-11-01,81831,1818,0.022222222222222223,45
11,2024-12-01,82089,1909,0.023255813953488372,43
11,2025-01-01,45281,1053,0.023255813953488372,43
11,2025-02-01,87608,2037,0.023255813953488372,43
11,2025-03-01,146777,3494,0.023809523809523808,42
11,2025-04-01,148475,3535,0.023809523809523808,42
11,2025-05-01,18416,438,0.023809523809523808,42
11,2025-06-01,42784,1097,0.02564102564102564,39
11,2025-07-01,113251,2980,0.02631578947368421,38
11,2025-08-01,64376,1839,0.02857142857142857,35
11,2025-09-01,12853,401,0.03125,32
11,2025-10-01,29369,978,0.03333333333333333,30
11,2025-11-01,1747,62,0.03571428571428571,28
11,2025-12-01,115375,4273,0.037037037037037035,27
12,2024-01-01,83887,2150,0.02564102564102564,39
12,2024-02-01,128227,3465,0.02702702702702703,37
12,2024-03-01,85718,2449,0.02857142857142857,35
12,2024-04-01,51956,1574,0.030303030303030304,33
12,2024-05-01,68559,2211,0.03225806451612903,31
12,2024-06-01,75128,2683,0.03571428571428571,28
12,2024-07-01,64769,2398,0.037037037037037035,27
12,2024-08-01,32109,1337,0.041666666666666664,24
12,2024-09-01,87352,4159,0.047619047619047616,21
12,2024-10-01,27499,1309,0.047619047619047616,21
12,2024-11-01,98798,5488,0.05555555555555555,18
12,2024-12-01,102628,6414,0.0625,16
12,2025-01-01,122851,8775,0.07142857142857142,14
12,2025-02-01,59741,4267,0.07142857142857142,14
12,2025-03-01,24345,1738,0.07142857142857142,14
12,2025-04-01,142183,10155,0.07142857142857142,14
12,2025-05-01,148461,10604,0.07142857142857142,14
12,2025-06-01,104837,7488,0.07142857142857142,14
12,2025-07-01,141785,12889,0.09090909090909091,11
12,2025-08-01,141085,12825,0.09090909090909091,11
12,2025-09-01,120021,15002,0.125,8
12,2025-10-01,122321,17474,0.14285714285714285,7
12,2025-11-01,4093,584,0.14285714285714285,7
12,2025-12-01,99057,14151,0.14285714285714285,7
13,2024-01-01,101854,1756,0.017241379310344827,58
13,2024-02-01,60530,1100,0.01818181818181818,55
13,2024-03-01,34993,672,0.019230769230769232,52
13,2024-04-01,28132,541,0.019230769230769232,52
13,2024-05-01,57552,1151,0.02,50
13,2024-06-01,71092,1481,0.020833333333333332,48
13,2024-07-01,134789,2995,0.022222222222222223,45
13,2024-08-01,102696,2282,0.022222222222222223,45
13,2024-09-01,39890,906,0.022727272727272728,44
13,2024-10-01,40407,962,0.023809523809523808,42
13,2024-11-01,24402,595,0.024390243902439025,41
13,2024-12-01,112749,2891,0.02564102564102564,39
13,2025-01-01,71286,1827,0.02564102564102564,39
13,2025-02-01,14820,411,0.027777777777777776,36
13,2025-03-01,101958,2913,0.02857142857142857,35
13,2025-04-01,36837,1083,0.029411764705882353,34
13,2025-05-01,145785,4702,0.03225806451612903,31
13,2025-06-01,41431,1381,0.03333333333333333,30
13,2025-07-01,32207,1150,0.03571428571428571,28
13,2025-08-01,7142,285,0.04,25
13,2025-09-01,4755,206,0.043478260869565216,23
13,2025-10-01,67366,3207,0.047619047619047616,21
13,2025-11-01,112929,5377,0.047619047619047616,21
13,2025-12-01,80229,4222,0.05263157894736842,19
14,2024-01-01,7121,113,0.015873015873015872,63
14,2024-02-01,49294,795,0.016129032258064516,62
14,2024-03-01,88994,1435,0.016129032258064516,62
14,2024-04-01,65902,1098,0.016666666666666666,60
14,2024-05-01,44704,784,0.017543859649122806,57
14,2024-06-01,35612,659,0.018518518518518517,54
14,2024-07-01,116149,2150,0.018518518518518517,54
14,2024-08-01,97081,1831,0.018867924528301886,53
14,2024-09-01,118679,2282,0.019230769230769232,52
14,2024-10-01,59922,1222,0.02040816326530612,49
14,2024-11-01,66736,1361,0.02040816326530612,49
14,2024-12-01,83435,1813,0.021739130434782608,46
14,2025-01-01,30546,694,0.022727272727272728,44
14,2025-02-01,89410,2128,0.023809523809523808,42
14,2025-03-01,4696,111,0.023809523809523808,42
14,2025-04-01,53445,1272,0.023809523809523808,42
14,2025-05-01,89921,2248,0.025,40
14,2025-06-01,123251,3160,0.02564102564102564,39
14,2025-07-01,68552,1757,0.02564102564102564,39
14,2025-08-01,63417,1713,0.02702702702702703,37
14,2025-09-01,42126,1203,0.02857142857142857,35
14,2025-10-01,34743,1021,0.029411764705882353,34
14,2025-11-01,87467,2650,0.030303030303030304,33
14,2025-12-01,41073,1283,0.03125,32
15,2024-01-01,18243,1013,0.05555555555555555,18
15,2024-02-01,21328,1254,0.058823529411764705,17
15,2024-03-01,1209,86,0.07142857142857142,14
15,2024-04-01,10800,771,0.07142857142857142,14
15,2024-05-01,66749,5562,0.08333333333333333,12
15,2024-06-01,88817,9868,0.1111111111111111,9
15,2024-07-01,29007,3223,0.1111111111111111,9
15,2024-08-01,39550,4394,0.1111111111111111,9
15,2024-09-01,129396,21566,0.16666666666666666,6
15,2024-10-01,66839,11139,0.16666666666666666,6
15,2024-11-01,122964,20494,0.16666666666666666,6
15,2024-12-01,91094,27328,0.3,3
15,2025-01-01,51012,15303,0.3,3
15,2025-02-01,72495,21748,0.3,2
15,2025-03-01,98489,29546,0.3,1
15,2025-04-01,101681,30504,0.3,1
15,2025-05-01,27326,8197,0.3,1
15,2025-06-01,131194,39358,0.3,1
15,2025-07-01,86331,25899,0.3,1
15,2025-08-01,54811,16443,0.3,1
15,2025-09-01,54537,16361,0.3,1
15,2025-10-01,58829,17648,0.3,1
15,2025-11-01,10552,3165,0.3,1
15,2025-12-01,16485,4945,0.3,1
16,2024-01-01,78505,1154,0.014705882352941176,68
16,2024-02-01,51984,799,0.015384615384615385,65
16,2024-03-01,139677,2182,0.015625,64
16,2024-04-01,100603,1622,0.016129032258064516,62
16,2024-05-01,82389,1350,0.01639344262295082,61
16,2024-06-01,125142,2121,0.01694915254237288,59
16,2024-07-01,45865,819,0.017857142857142856,56
16,2024-08-01,63811,1203,0.018867924528301886,53
16,2024-09-01,9337,179,0.019230769230769232,52
16,2024-10-01,78670,1573,0.02,50
16,2024-11-01,133911,2678,0.02,50
16,2024-12-01,54102,1151,0.02127659574468085,47
16,2025-01-01,18702,406,0.021739130434782608,46
16,2025-02-01,17359,385,0.022222222222222223,45
16,2025-03-01,89038,2070,0.023255813953488372,43
16,2025-04-01,33514,797,0.023809523809523808,42
16,2025-05-01,135012,3461,0.02564102564102564,39
16,2025-06-01,24953,656,0.02631578947368421,38
16,2025-07-01,39226,1060,0.02702702702702703,37
16,2025-08-01,3052,82,0.02702702702702703,37
16,2025-09-01,138377,3739,0.02702702702702703,37
16,2025-10-01,140479,4131,0.029411764705882353,34
16,2025-11-01,1785,55,0.03125,32
16,2025-12-01,123026,3844,0.03125,32
17,2024-01-01,146344,2061,0.014084507042253521,71
17,2024-02-01,11491,161,0.014084507042253521,71
17,2024-03-01,78480,1137,0.014492753623188406,69
17,2024-04-01,135181,1959,0.014492753623188406,69
17,2024-05-01,144587,2190,0.015151515151515152,66
17,2024-06-01,121741,1932,0.015873015873015872,63
17,2024-07-01,73981,1174,0.015873015873015872,63
17,2024-08-01,34052,558,0.01639344262295082,61
17,2024-09-01,45541,759,0.016666666666666666,60
17,2024-10-01,130672,2214,0.01694915254237288,59
17,2024-11-01,134485,2279,0.01694915254237288,59
17,2024-12-01,141391,2480,0.017543859649122806,57
17,2025-01-01,72871,1301,0.017857142857142856,56
17,2025-02-01,50795,958,0.018867924528301886,53
17,2025-03-01,122999,2411,0.0196078431372549,51
17,2025-04-01,65394,1307,0.02,50
17,2025-05-01,93890,1956,0.020833333333333332,48
17,2025-06-01,109541,2282,0.020833333333333332,48
17,2025-07-01,103241,2244,0.021739130434782608,46
17,2025-08-01,71343,1585,0.022222222222222223,45
17,2025-09-01,147022,3267,0.022222222222222223,45
17,2025-10-01,72872,1694,0.023255813953488372,43
17,2025-11-01,138596,3464,0.025,40
17,2025-12-01,39490,1012,0.02564102564102564,39
18,2024-01-01,51220,731,0.014285714285714285,70
18,2024-02-01,16265,242,0.014925373134328358,67
18,2024-03-01,94759,1435,0.015151515151515152,66
18,2024-04-01,30830,489,0.015873015873015872,63
18,2024-05-01,80138,1313,0.01639344262295082,61
18,2024-06-01,142589,2416,0.01694915254237288,59
18,2024-07-01,140167,2375,0.01694915254237288,59
18,2024-08-01,48385,864,0.017857142857142856,56
18,2024-09-01,51295,915,0.017857142857142856,56
18,2024-10-01,23277,423,0.01818181818181818,55
18,2024-11-01,90261,1641,0.01818181818181818,55
18,2024-12-01,97714,1809,0.018518518518518517,54
18,2025-01-01,102048,1962,0.019230769230769232,52
18,2025-02-01,54822,1096,0.02,50
18,2025-03-01,2920,62,0.02127659574468085,47
18,2025-04-01,141948,3085,0.021739130434782608,46
18,2025-05-01,138491,3147,0.022727272727272728,44
18,2025-06-01,10160,247,0.024390243902439025,41
18,2025-07-01,32706,860,0.02631578947368421,38
18,2025-08-01,39698,1044,0.02631578947368421,38
18,2025-09-01,23879,682,0.02857142857142857,35
18,2025-10-01,79570,2411,0.030303030303030304,33
18,2025-11-01,4884,148,0.030303030303030304,33
18,2025-12-01,100036,3126,0.03125,32
19,2024-01-01,32803,437,0.013333333333333334,75
19,2024-02-01,21236,290,0.0136986301369863,73
19,2024-03-01,103003,1411,0.0136986301369863,73
19,2024-04-01,71717,982,0.0136986301369863,73
19,2024-05-01,123001,1732,0.014084507042253521,71
19,2024-06-01,19484,282,0.014492753623188406,69
19,2024-07-01,109388,1608,0.014705882352941176,68
19,2024-08-01,14280,213,0.014925373134328358,67
19,2024-09-01,3754,56,0.015151515151515152,66
19,2024-10-01,51258,800,0.015625,64
19,2024-11-01,44386,727,0.01639344262295082,61
19,2024-12-01,32365,548,0.01694915254237288,59
19,2025-01-01,82353,1444,0.017543859649122806,57
19,2025-02-01,2803,50,0.017857142857142856,56
19,2025-03-01,125907,2331,0.018518518518518517,54
19,2025-04-01,140344,2598,0.018518518518518517,54
19,2025-05-01,122345,2352,0.019230769230769232,52
19,2025-06-01,106210,2124,0.02,50
19,2025-07-01,28117,585,0.020833333333333332,48
19,2025-08-01,8204,178,0.021739130434782608,46
19,2025-09-01,63519,1477,0.023255813953488372,43
19,2025-10-01,51386,1253,0.024390243902439025,41
19,2025-11-01,17486,426,0.024390243902439025,41
19,2025-12-01,146846,3581,0.024390243902439025,41
20,2024-01-01,104216,1708,0.01639344262295082,61
20,2024-02-01,146445,2524,0.017241379310344827,58
20,2024-03-01,4691,83,0.017857142857142856,56
20,2024-04-01,45445,841,0.018518518518518517,54
20,2024-05-01,102368,1968,0.019230769230769232,52
20,2024-06-01,55564,1089,0.0196078431372549,51
20,2024-07-01,88071,1761,0.02,50
20,2024-08-01,138098,2818,0.02040816326530612,49
20,2024-09-01,15073,327,0.021739130434782608,46
20,2024-10-01,139256,3027,0.021739130434782608,46
20,2024-11-01,2789,64,0.023255813953488372,43
20,2024-12-01,31353,746,0.023809523809523808,42
20,2025-01-01,27340,650,0.023809523809523808,42
20,2025-02-01,48343,1151,0.023809523809523808,42
20,2025-03-01,145758,3555,0.024390243902439025,41
20,2025-04-01,126877,3171,0.025,40
20,2025-05-01,34027,919,0.02702702702702703,37
20,2025-06-01,122192,3394,0.027777777777777776,36
20,2025-07-01,91095,2530,0.027777777777777776,36
20,2025-08-01,131563,3869,0.029411764705882353,34
20,2025-09-01,114570,3471,0.030303030303030304,33
20,2025-10-01,27362,855,0.03125,32
20,2025-11-01,8252,284,0.034482758620689655,29
20,2025-12-01,122918,4727,0.038461538461538464,26
21,2024-01-01,16090,220,0.0136986301369863,73
21,2024-02-01,36110,494,0.0136986301369863,73
21,2024-03-01,74627,1051,0.014084507042253521,71
21,2024-04-01,53385,762,0.014285714285714285,70
21,2024-05-01,6024,89,0.014925373134328358,67
21,2024-06-01,12441,185,0.014925373134328358,67
21,2024-07-01,68825,1058,0.015384615384615385,65
21,2024-08-01,117053,1828,0.015625,64
21,2024-09-01,77890,1217,0.015625,64
21,2024-10-01,143363,2275,0.015873015873015872,63
21,2024-11-01,128434,2071,0.016129032258064516,62
21,2024-12-01,117096,1888,0.016129032258064516,62
21,2025-01-01,10702,172,0.016129032258064516,62
21,2025-02-01,99523,1605,0.016129032258064516,62
21,2025-03-01,105711,1732,0.01639344262295082,61
21,2025-04-01,112895,1881,0.016666666666666666,60
21,2025-05-01,28762,495,0.017241379310344827,58
21,2025-06-01,135311,2460,0.01818181818181818,55
21,2025-07-01,13567,251,0.018518518518518517,54
21,2025-08-01,86737,1700,0.0196078431372549,51
21,2025-09-01,7857,154,0.0196078431372549,51
21,2025-10-01,66603,1332,0.02,50
21,2025-11-01,76399,1591,0.020833333333333332,48
21,2025-12-01,59086,1284,0.021739130434782608,46
22,2024-01-01,90145,2575,0.02857142857142857,35
22,2024-02-01,33270,1039,0.03125,32
22,2024-03-01,121071,3783,0.03125,32
22,2024-04-01,3012,100,0.03333333333333333,30
22,2024-05-01,60049,2224,0.037037037037037035,27
22,2024-06-01,85989,3439,0.04,25
22,2024-07-01,90586,3938,0.043478260869565216,23
22,2024-08-01,40080,1742,0.043478260869565216,23
22,2024-09-01,57879,2893,0.05,20
22,2024-10-01,66888,3934,0.058823529411764705,17
22,2024-11-01,116951,7796,0.06666666666666667,15
22,2024-12-01,38146,2934,0.07692307692307693,13
22,2025-01-01,117293,9022,0.07692307692307693,13
22,2025-02-01,94948,7912,0.08333333333333333,12
22,2025-03-01,37166,3378,0.09090909090909091,11
22,2025-04-01,120239,13359,0.1111111111111111,9
22,2025-05-01,135078,16884,0.125,8
22,2025-06-01,133076,19010,0.14285714285714285,7
22,2025-07-01,138039,23006,0.16666666666666666,6
22,2025-08-01,19879,3975,0.2,5
22,2025-09-01,3261,978,0.3,3
22,2025-10-01,33323,9996,0.3,2
22,2025-11-01,36864,11059,0.3,1
22,2025-12-01,8927,2678,0.3,1
23,2024-01-01,83256,3083,0.037037037037037035,27
23,2024-02-01,85903,3579,0.041666666666666664,24
23,2024-03-01,122686,5111,0.041666666666666664,24
23,2024-04-01,55150,2297,0.041666666666666664,24
23,2024-05-01,108167,4916,0.045454545454545456,22
23,2024-06-01,14056,739,0.05263157894736842,19
23,2024-07-01,142934,7940,0.05555555555555555,18
23,2024-08-01,11798,655,0.05555555555555555,18
23,2024-09-01,107491,7166,0.06666666666666667,15
23,2024-10-01,52747,4057,0.07692307692307693,13
23,2024-11-01,36738,3061,0.08333333333333333,12
23,2024-12-01,18227,1822,0.1,10
23,2025-01-01,84800,8480,0.1,10
23,2025-02-01,127531,18218,0.14285714285714285,7
23,2025-03-01,60461,15115,0.25,4
23,2025-04-01,58848,17654,0.3,1
23,2025-05-01,25685,7705,0.3,1
23,2025-06-01,92517,27755,0.3,1
23,2025-07-01,120180,36054,0.3,1
23,2025-08-01,4480,1344,0.3,1
23,2025-09-01,16860,5058,0.3,1
23,2025-10-01,69578,20873,0.3,1
23,2025-11-01,58230,17469,0.3,1
23,2025-12-01,58026,17407,0.3,1
24,2024-01-01,7564,290,0.038461538461538464,26
24,2024-02-01,21012,840,0.04,25
24,2024-03-01,55169,2298,0.041666666666666664,24
24,2024-04-01,27341,1188,0.043478260869565216,23
24,2024-05-01,47841,2080,0.043478260869565216,23
24,2024-06-01,93584,4253,0.045454545454545456,22
24,2024-07-01,44335,2333,0.05263157894736842,19
24,2024-08-01,56155,3509,0.0625,16
24,2024-09-01,99314,7639,0.07692307692307693,13
24,2024-10-01,30527,2348,0.07692307692307693,13
24,2024-11-01,96466,8038,0.08333333333333333,12
24,2024-12-01,51653,4304,0.08333333333333333,12
24,2025-01-01,102907,9355,0.09090909090909091,11
24,2025-02-01,34057,3784,0.1111111111111111,9
24,2025-03-01,104992,14998,0.14285714285714285,7
