keyword_id,keyword,search_volume,keyword_difficulty,intent,category
280,keyword_280,37657,50,Navigational,Landing Page
281,keyword_281,2827,69,Transactional,Landing Page
282,keyword_282,41272,23,Navigational,Landing Page
283,keyword_283,52583,84,Navigational,Landing Page
284,keyword_284,41045,21,Informational,Landing Page
285,keyword_285,697,21,Navigational,Product
286,keyword_286,24009,22,Navigational,Landing Page
287,keyword_287,35198,34,Navigational,Product
288,keyword_288,45042,54,Navigational,Product
289,keyword_289,15587,28,Transactional,Landing Page
290,keyword_290,23171,64,Informational,Landing Page
291,keyword_291,25684,54,Informational,Product
292,keyword_292,28348,17,Transactional,Product
293,keyword_293,42607,62,Navigational,Landing Page
294,keyword_294,21166,64,Transactional,Landing Page
295,keyword_295,44857,41,Navigational,Product
296,keyword_296,52163,60,Transactional,Product
297,keyword_297,16208,53,Informational,Product
298,keyword_298,26870,79,Informational,Blog
299,keyword_299,50311,27,Informational,Product
300,keyword_300,3311,31,Navigational,Blog
301,keyword_301,56750,46,Navigational,Landing Page
302,keyword_302,47511,65,Transactional,Landing Page
303,keyword_303,7046,68,Transactional,Product
304,keyword_304,59213,12,Informational,Landing Page
305,keyword_305,35254,37,Navigational,Landing Page
306,keyword_306,30706,83,Transactional,Landing Page
307,keyword_307,41606,44,Navigational,Landing Page
308,keyword_308,11911,70,Navigational,Blog
309,keyword_309,3411,63,Informational,Blog
310,keyword_310,2234,72,Informational,Product
311,keyword_311,18727,88,Navigational,Product
312,keyword_312,9180,16,Navigational,Product
313,keyword_313,19860,85,Navigational,Landing Page
314,keyword_314,18843,58,Navigational,Landing Page
315,keyword_315,6259,40,Informational,Blog
316,keyword_316,23578,67,Transactional,Blog
317,keyword_317,35653,70,Informational,Product
318,keyword_318,11611,33,Transactional,Blog
319,keyword_319,38004,29,Navigational,Blog
320,keyword_320,2302,46,Transactional,Blog
321,keyword_321,8655,13,Informational,Blog
322,keyword_322,8620,29,Informational,Blog
323,keyword_323,39884,69,Navigational,Product
324,keyword_324,47525,33,Informational,Product
325,keyword_325,47754,59,Navigational,Blog
326,keyword_326,22418,58,Informational,Product
327,keyword_327,20945,60,Informational,Landing Page
328,keyword_328,30806,45,Navigational,Blog
329,keyword_329,17146,75,Transactional,Landing Page
330,keyword_330,47343,88,Informational,Product
331,keyword_331,55939,43,Transactional,Product
332,keyword_332,31565,45,Informational,Landing Page
333,keyword_333,25699,15,Informational,Product
334,keyword_334,42476,48,Informational,Blog
335,keyword_335,16871,51,Informational,Landing Page
336,keyword_336,12335,67,Transactional,Blog
337,keyword_337,46436,21,Transactional,Landing Page
338,keyword_338,2549,12,Informational,Product
339,keyword_339,32116,27,Informational,Landing Page
340,keyword_340,38691,49,Transactional,Landing Page
341,keyword_341,47857,30,Navigational,Blog
342,keyword_342,21432,24,Navigational,Product
343,keyword_343,52760,35,Transactional,Blog
344,keyword_344,30355,17,Informational,Product
345,keyword_345,7658,51,Informational,Blog
346,keyword_346,43516,53,Navigational,Landing Page
347,keyword_347,7900,23,Navigational,Blog
348,keyword_348,52822,87,Transactional,Product
349,keyword_349,43142,11,Navigational,Product
350,keyword_350,15651,46,Transactional,Landing Page
351,keyword_351,51907,78,Navigational,Product
352,keyword_352,1654,47,Navigational,Blog
353,keyword_353,4999,50,Navigational,Landing Page
354,keyword_354,6795,71,Informational,Product
355,keyword_355,55849,69,Informational,Product
356,keyword_356,59540,23,Informational,Blog
357,keyword_357,12683,11,Navigational,Blog
358,keyword_358,29799,79,Transactional,Landing Page
359,keyword_359,13374,26,Transactional,Product
360,keyword_360,51300,37,Transactional,Blog
361,keyword_361,33211,75,Transactional,Landing Page
362,keyword_362,6039,44,Informational,Product
363,keyword_363,42905,14,Informational,Product
364,keyword_364,53851,74,Navigational,Landing Page
365,keyword_365,58097,49,Navigational,Landing Page
366,keyword_366,48854,85,Transactional,Blog
367,keyword_367,3057,65,Informational,Product
368,keyword_368,38860,45,Transactional,Product
369,keyword_369,16982,54,Navigational,Product
370,keyword_370,2700,32,Navigational,Landing Page
371,keyword_371,47440,56,Transactional,Blog
372,keyword_372,3461,40,Navigational,Product
373,keyword_373,47475,20,Transactional,Landing Page
374,keyword_374,21857,19,Informational,Product
375,keyword_375,54085,76,Transactional,Blog
376,keyword_376,12469,23,Informational,Product
377,keyword_377,3369,89,Informational,Blog
378,keyword_378,50608,83,Navigational,Blog
379,keyword_379,47260,19,Navigational,Product
380,keyword_380,29143,85,Navigational,Product
381,keyword_381,25236,10,Transactional,Blog
382,keyword_382,38967,14,Transactional,Landing Page
383,keyword_383,23828,29,Navigational,Blog
384,keyword_384,54145,17,Transactional,Product
385,keyword_385,26376,52,Navigational,Product
386,keyword_386,21795,85,Transactional,Landing Page
387,keyword_387,4487,10,Informational,Blog
388,keyword_388,59371,66,Informational,Blog
389,keyword_389,22899,73,Navigational,Blog
390,keyword_390,46714,37,Transactional,Product
391,keyword_391,34486,46,Transactional,Blog
392,keyword_392,21380,56,Informational,Landing Page
393,keyword_393,5235,85,Informational,Product
394,keyword_394,44564,46,Navigational,Product
395,keyword_395,5055,58,Informational,Blog
396,keyword_396,42414,53,Navigational,Landing Page
397,keyword_397,41318,65,Informational,Product
398,keyword_398,46025,37,Informational,Product
399,keyword_399,20330,88,Transactional,Blog
400,keyword_400,17929,15,Informational,Blog
401,keyword_401,7393,70,Informational,Landing Page
402,keyword_402,51345,29,Navigational,Blog
403,keyword_403,14873,87,Informational,Landing Page
404,keyword_404,47833,11,Navigational,Product
405,keyword_405,3936,82,Informational,Landing Page
406,keyword_406,9254,46,Informational,Landing Page
407,keyword_407,11177,29,Navigational,Landing Page
408,keyword_408,6395,35,Transactional,Product
409,keyword_409,20238,38,Navigational,Blog
410,keyword_410,31246,10,Navigational,Product
411,keyword_411,49877,44,Navigational,Blog
412,keyword_412,48904,79,Transactional,Landing Page
413,keyword_413,54545,68,Informational,Landing Page
414,keyword_414,32852,78,Navigational,Landing Page
415,keyword_415,40290,42,Navigational,Landing Page
416,keyword_416,42419,60,Transactional,Landing Page
417,keyword_417,6100,87,Navigational,Blog
418,keyword_418,29624,21,Informational,Blog
419,keyword_419,28143,29,Transactional,Landing Page
420,keyword_420,41264,62,Informational,Product
421,keyword_421,9507,52,Informational,Product
422,keyword_422,46214,59,Transactional,Landing Page
423,keyword_423,57335,38,Navigational,Blog
424,keyword_424,37910,66,Informational,Product
425,keyword_425,44580,48,Informational,Product
426,keyword_426,40947,65,Informational,Product
427,keyword_427,8708,52,Informational,Landing Page
428,keyword_428,56991,59,Transactional,Product
429,keyword_429,59087,32,Transactional,Product
430,keyword_430,19089,53,Informational,Product
431,keyword_431,43984,47,Navigational,Product
432,keyword_432,17953,32,Informational,Blog
433,keyword_433,36712,54,Navigational,Landing Page
434,keyword_434,44025,61,Informational,Landing Page
435,keyword_435,47702,89,Navigational,Blog
436,keyword_436,33135,59,Informational,Blog
437,keyword_437,34328,17,Navigational,Landing Page
438,keyword_438,19211,10,Informational,Product
439,keyword_439,3920,17,Informational,Product
440,keyword_440,31716,38,Navigational,Landing Page
441,keyword_441,801,14,Transactional,Product
442,keyword_442,45736,56,Navigational,Blog
443,keyword_443,50258,43,Transactional,Product
444,keyword_444,52822,74,Informational,Product
445,keyword_445,1199,64,Navigational,Product
446,keyword_446,54740,52,Navigational,Landing Page
447,keyword_447,58983,83,Navigational,Blog
448,keyword_448,690,39,Transactional,Product
449,keyword_449,10992,26,Transactional,Landing Page
450,keyword_450,50632,35,Informational,Product
451,keyword_451,36243,17,Transactional,Blog
452,keyword_452,6602,56,Transactional,Product
453,keyword_453,50836,85,Informational,Blog
454,keyword_454,52979,81,Navigational,Product
455,keyword_455,20278,55,Navigational,Blog
456,keyword_456,57971,77,Informational,Product
457,keyword_457,27141,42,Navigational,Blog
458,keyword_458,35084,10,Transactional,Product
459,keyword_459,33245,28,Informational,Product
460,keyword_460,55506,40,Informational,Landing Page
461,keyword_461,23593,89,Informational,Landing Page
462,keyword_462,1069,23,Navigational,Blog
463,keyword_463,38710,62,Informational,Product
464,keyword_464,35163,57,Informational,Blog
465,keyword_465,52385,78,Informational,Landing Page
466,keyword_466,37131,71,Navigational,Blog
467,keyword_467,46181,75,Transactional,Blog
468,keyword_468,7955,73,Informational,Landing Page
469,keyword_469,4514,79,Transactional,Product
470,keyword_470,11593,72,Navigational,Blog
471,keyword_471,18570,82,Navigational,Landing Page
472,keyword_472,36277,42,Navigational,Product
473,keyword_473,57458,50,Navigational,Landing Page
474,keyword_474,17038,57,Transactional,Blog
475,keyword_475,11229,22,Informational,Product
476,keyword_476,34677,82,Navigational,Product
477,keyword_477,45517,86,Navigational,Landing Page
478,keyword_478,1284,40,Transactional,Landing Page
479,keyword_479,28251,84,Transactional,Landing Page
480,keyword_480,41364,77,Navigational,Product
481,keyword_481,40828,13,Informational,Product
482,keyword_482,13033,28,Informational,Blog
483,keyword_483,40611,79,Navigational,Product
484,keyword_484,40474,22,Transactional,Blog
485,keyword_485,55248,32,Navigational,Landing Page
486,keyword_486,6301,84,Navigational,Landing Page
487,keyword_487,19690,10,Transactional,Product
488,keyword_488,50189,63,Navigational,Landing Page
489,keyword_489,39254,80,Navigational,Landing Page
490,keyword_490,51493,24,Navigational,Product
491,keyword_491,30092,74,Transactional,Blog
492,keyword_492,11147,85,Informational,Product
493,keyword_493,9216,80,Informational,Blog
494,keyword_494,23855,24,Transactional,Product
495,keyword_495,22509,30,Informational,Product
496,keyword_496,52602,28,Navigational,Landing Page
497,keyword_497,24876,69,Informational,Product
498,keyword_498,45591,42,Navigational,Product
499,keyword_499,5280,58,Informational,Blog
500,keyword_500,2868,44,Transactional,Landing Page
501,keyword_501,12539,53,Informational,Blog
502,keyword_502,7155,20,Informational,Blog
503,keyword_503,41441,81,Informational,Landing Page
504,keyword_504,4995,87,Transactional,Landing Page
505,keyword_505,11393,83,Informational,Landing Page
506,keyword_506,26047,75,Transactional,Product
507,keyword_507,22886,55,Navigational,Landing Page
508,keyword_508,56266,18,Informational,Landing Page
509,keyword_509,59010,12,Transactional,Landing Page
510,keyword_510,13903,35,Transactional,Blog
511,keyword_511,32597,81,Informational,Blog
512,keyword_512,13621,57,Navigational,Product
513,keyword_513,55571,75,Transactional,Blog
514,keyword_514,11466,79,Informational,Product
515,keyword_515,59826,37,Navigational,Blog
516,keyword_516,34121,35,Transactional,Landing Page
517,keyword_517,53798,34,Transactional,Blog
518,keyword_518,28812,21,Navigational,Product
519,keyword_519,53421,14,Navigational,Blog
520,keyword_520,50226,57,Informational,Landing Page
521,keyword_521,50800,46,Informational,Product
522,keyword_522,23177,88,Transactional,Landing Page
523,keyword_523,56109,53,Navigational,Landing Page
524,keyword_524,31789,24,Navigational,Product
525,keyword_525,57161,52,Navigational,Landing Page
526,keyword_526,31524,57,Transactional,Landing Page
527,keyword_527,43175,79,Navigational,Blog
528,keyword_528,5277,55,Navigational,Landing Page
529,keyword_529,53506,52,Transactional,Landing Page
530,keyword_530,30249,30,Informational,Landing Page
531,keyword_531,15838,32,Informational,Landing Page
532,keyword_532,2991,89,Transactional,Product
533,keyword_533,27736,56,Navigational,Blog
534,keyword_534,48596,24,Transactional,Landing Page
535,keyword_535,15099,34,Informational,Landing Page
536,keyword_536,20008,45,Informational,Product
537,keyword_537,55343,84,Transactional,Landing Page
538,keyword_538,3551,60,Transactional,Product
539,keyword_539,49247,24,Informational,Blog
540,keyword_540,49656,77,Transactional,Blog
541,keyword_541,22106,30,Informational,Landing Page
542,keyword_542,22199,22,Transactional,Landing Page
543,keyword_543,54521,28,Transactional,Landing Page
544,keyword_544,1376,43,Transactional,Product
545,keyword_545,58835,87,Informational,Landing Page
546,keyword_546,56679,77,Transactional,Landing Page
547,keyword_547,32593,61,Informational,Blog
548,keyword_548,4642,36,Informational,Landing Page
549,keyword_549,15702,38,Transactional,Blog
550,keyword_550,40234,37,Transactional,Landing Page
551,keyword_551,7579,44,Informational,Blog
552,keyword_552,8487,17,Informational,Landing Page
553,keyword_553,40067,25,Navigational,Blog
554,keyword_554,29440,45,Informational,Product
555,keyword_555,37733,39,Navigational,Blog
556,keyword_556,17519,27,Navigational,Blog
557,keyword_557,46685,11,Navigational,Blog
558,keyword_558,18577,58,Transactional,Landing Page
559,keyword_559,26758,86,Transactional,Landing Page
560,keyword_560,21636,13,Informational,Landing Page
561,keyword_561,8811,84,Navigational,Product
562,keyword_562,17714,16,Transactional,Product
563,keyword_563,14598,83,Transactional,Blog
564,keyword_564,28751,48,Transactional,Product
565,keyword_565,38445,22,Transactional,Blog
566,keyword_566,47530,40,Transactional,Blog
567,keyword_567,26445,80,Navigational,Blog
568,keyword_568,25816,72,Navigational,Product
569,keyword_569,32717,65,Navigational,Landing Page
570,keyword_570,8808,51,Navigational,Product
571,keyword_571,6449,70,Informational,Blog
572,keyword_572,52490,51,Navigational,Blog
573,keyword_573,1650,65,Transactional,Product
574,keyword_574,24444,45,Navigational,Blog
575,keyword_575,35199,77,Informational,Blog
576,keyword_576,9704,16,Transactional,Product
577,keyword_577,51316,63,Navigational,Product
578,keyword_578,1581,10,Navigational,Product
579,keyword_579,29805,53,Navigational,Blog
580,keyword_580,17396,54,Transactional,Blog
581,keyword_581,46675,56,Transactional,Landing Page
582,keyword_582,8305,22,Informational,Landing Page
583,keyword_583,5737,31,Transactional,Product
584,keyword_584,50211,30,Transactional,Landing Page
585,keyword_585,20556,18,Navigational,Blog
586,keyword_586,46043,35,Transactional,Landing Page
587,keyword_587,57056,18,Navigational,Blog
588,keyword_588,49512,24,Navigational,Product
589,keyword_589,46452,19,Transactional,Product
590,keyword_590,3843,51,Informational,Blog
591,keyword_591,14000,81,Informational,Landing Page
592,keyword_592,53722,33,Transactional,Product
593,keyword_593,29875,89,Informational,Product
594,keyword_594,10162,58,Navigational,Landing Page
595,keyword_595,17464,35,Navigational,Landing Page
596,keyword_596,48393,46,Transactional,Blog
597,keyword_597,56656,77,Informational,Landing Page
598,keyword_598,8630,59,Informational,Landing Page
599,keyword_599,20031,33,Navigational,Landing Page
600,keyword_600,53901,28,Transactional,Blog
601,keyword_601,2179,69,Informational,Blog
602,keyword_602,4006,48,Transactional,Product
603,keyword_603,13784,83,Informational,Blog
604,keyword_604,7753,27,Navigational,Product
605,keyword_605,19628,28,Navigational,Landing Page
606,keyword_606,28432,45,Transactional,Product
607,keyword_607,9935,83,Navigational,Product
608,keyword_608,54840,64,Informational,Landing Page
609,keyword_609,44578,78,Navigational,Product
610,keyword_610,13796,56,Transactional,Blog
611,keyword_611,51793,58,Transactional,Blog
612,keyword_612,30945,42,Transactional,Blog
613,keyword_613,13745,30,Informational,Blog
614,keyword_614,29624,31,Informational,Product
615,keyword_615,30399,57,Informational,Product
616,keyword_616,44419,46,Informational,Landing Page
617,keyword_617,43725,24,Informational,Product
618,keyword_618,56269,44,Navigational,Product
619,keyword_619,35747,80,Informational,Product
620,keyword_620,56136,41,Informational,Landing Page
621,keyword_621,29722,20,Navigational,Blog
622,keyword_622,26711,19,Informational,Product
623,keyword_623,57073,82,Transactional,Landing Page
624,keyword_624,59601,87,Informational,Landing Page
625,keyword_625,37720,86,Informational,Landing Page
626,keyword_626,27146,66,Transactional,Blog
627,keyword_627,39149,34,Transactional,Product
628,keyword_628,23549,11,Transactional,Landing Page
629,keyword_629,14569,73,Transactional,Blog
630,keyword_630,33080,44,Informational,Landing Page
631,keyword_631,32343,16,Transactional,Landing Page
632,keyword_632,3349,27,Transactional,Landing Page
633,keyword_633,40658,76,Navigational,Landing Page
